Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:32:13:07.013,61,0.0288133882,0.0541032888,0.1306069046,0.0000000000,0.0000000000,0.3034592271,0.0000000000,0.0289084390,0.0540958755,0.0000000000,0.0141316513,0.0000000000,0.2986066937,0.0000000000,0.1030597538,0.0000000000,0.1219307184,0.5024812222,0.4305440187,0.7029531002,0.2764770389,0.0000000000,0.0707183778,0.0000000000,0.0000000000,0.0429129861,0.0844160989,0.1282266080,0.1394172013,0.1815379262,0.2677245438,0.1842317134,0.1747383177,0.0472624674,0.4058327675,0.0537140705,0.0517621525,0.1646002978,0.1779845506,0.2187249362,0.2287016809,0.6867575049,0.6867718101,0.0315022022,0.0000000000,0.0000000000,0.0079036569,0.2428551912,0.2109426707,0.4960708320,0.4760268331,0.0000381687,0.0000000000,0.0000000000,0.0000000000,0.0086278226,0.0330465212,0.0002852198,0.0797395557,0.0331552103,0.0026419428
00:32:13:08.013,61,0.0327049159,0.0617650039,0.1322043687,0.0000000000,0.0000000000,0.2986623645,0.0000000000,0.0327867083,0.0617845207,0.0000000000,0.0153430030,0.0000000000,0.2941520214,0.0000000000,0.0958176553,0.0000000000,0.1139656231,0.4415723979,0.4086074531,0.7031980753,0.2756904364,0.0000000000,0.0736060888,0.0000000000,0.0000000000,0.0362304151,0.0676127523,0.1259247661,0.1371271163,0.1751247942,0.2506678104,0.1696360707,0.1513468921,0.0487550013,0.3948301673,0.0541463941,0.0523904823,0.1645060033,0.1778476536,0.2186152786,0.2289647460,0.6869875789,0.6870033741,0.0313308761,0.0000000000,0.0000000000,0.0081869876,0.2436365336,0.2159855366,0.4991839230,0.4839251041,0.0000209610,0.0000000000,0.0000000000,0.0000000000,0.0093658343,0.0377436727,0.0003536638,0.0807014629,0.0378533527,0.0030529550
00:32:13:09.014,61,0.0352658741,0.0649509951,0.1314965487,0.0000000000,0.0000000000,0.2956788242,0.0000000000,0.0353598744,0.0649785101,0.0000000000,0.0145522654,0.0000000000,0.2912950218,0.0000000000,0.0921196118,0.0000000000,0.1097880527,0.4160352349,0.3772397041,0.6992262602,0.2704922259,0.0000000000,0.0772752389,0.0000000000,0.0000000000,0.0253135730,0.0437333919,0.1244195625,0.1358265728,0.1711828709,0.2438325584,0.1578695178,0.1414495558,0.0498895533,0.3898431659,0.0546639673,0.0531253181,0.1643754989,0.1778228283,0.2169919312,0.2287564427,0.6874098778,0.6874284744,0.0310927108,0.0000000000,0.0000000000,0.0084644035,0.2465160787,0.2217262685,0.5001332760,0.4864763319,0.0000115635,0.0000000000,0.0000000000,0.0000000000,0.0088824714,0.0396946780,0.0003527676,0.0802633166,0.0398045257,0.0031930893
00:32:13:10.015,61,0.0370609723,0.0681553334,0.1308583170,0.0000000000,0.0000000000,0.2937025726,0.0000000000,0.0371675342,0.0681908503,0.0000000000,0.0139503321,0.0000000000,0.2893666625,0.0000000000,0.0869706571,0.0000000000,0.1076320708,0.3719986379,0.3540413380,0.6821562052,0.2577648461,0.0000000000,0.0796843544,0.0000000000,0.0000000000,0.0165472608,0.0273953006,0.1231816262,0.1348343492,0.1674758196,0.2394133806,0.1458036602,0.1292859912,0.0513191335,0.3875094652,0.0553131104,0.0542300753,0.1639885157,0.1775981933,0.2161305696,0.2285128385,0.6885916591,0.6886228919,0.0307871774,0.0000000000,0.0000000000,0.0087140203,0.2522844076,0.2279604524,0.5010116100,0.4884496331,0.0000084692,0.0000000000,0.0000000000,0.0000000000,0.0085143801,0.0416569375,0.0003548840,0.0798673853,0.0417669490,0.0033341981
00:32:13:11.015,61,0.0381681025,0.0676977038,0.1298013031,0.0000000000,0.0000000000,0.2922698855,0.0000000000,0.0382837579,0.0677287355,0.0000000000,0.0130019942,0.0000000000,0.2878981233,0.0000000000,0.0845468640,0.0000000000,0.1065729931,0.3574108779,0.3418810964,0.6511693001,0.2340003252,0.0000000000,0.0833442137,0.0000000000,0.0000000000,0.0049169562,0.0163110644,0.1224197298,0.1342185140,0.1651892364,0.2370983511,0.1386320591,0.1244950444,0.0522302613,0.3859153092,0.0558699295,0.0550055988,0.1634136289,0.1772751212,0.2138041258,0.2280191481,0.6893426180,0.6893801689,0.0304693785,0.0000000000,0.0000000000,0.0089147938,0.2571441531,0.2324646115,0.5012135506,0.4892602861,0.0000048988,0.0000000000,0.0000000000,0.0000000000,0.0079356693,0.0413744338,0.0003285179,0.0792231709,0.0414843708,0.0032849598
00:32:13:12.016,61,0.0390080437,0.0693923756,0.1282822490,0.0000000000,0.0000000000,0.2913076878,0.0000000000,0.0391339399,0.0694241822,0.0000000000,0.0116178533,0.0000000000,0.2869125307,0.0000000000,0.0830719620,0.0000000000,0.1062209830,0.3495970070,0.3334694207,0.6193445921,0.2158668339,0.0000000000,0.0856287777,0.0076403478,0.0000000000,0.0000000000,0.0082035214,0.1219620332,0.1338754445,0.1637664586,0.2358096242,0.1334484816,0.1216906309,0.0530453362,0.3849162161,0.0563536175,0.0556485094,0.1616431773,0.1766892970,0.2126531154,0.2275991440,0.6902465820,0.6902974844,0.0301387440,0.0000000000,0.0000000000,0.0090431599,0.2619450986,0.2363599837,0.5015971065,0.4899967313,0.0000074176,0.0000000000,0.0000000000,0.0000000000,0.0070905625,0.0424098931,0.0003008879,0.0782926306,0.0425197184,0.0033275741
00:32:13:13.016,61,0.0397408083,0.0711438283,0.1252273321,0.0000000000,0.0000000000,0.2906136513,0.0000000000,0.0398759432,0.0711715445,0.0000000000,0.0086456481,0.0000000000,0.2862066031,0.0000000000,0.0820972845,0.0000000000,0.1061365977,0.3452416062,0.3259626329,0.5965074301,0.2037775218,0.0000000000,0.0868640691,0.0176378451,0.0006749998,0.0000000000,0.0000000000,0.1217000261,0.1336645782,0.1627024710,0.2349301130,0.1303316802,0.1199259907,0.0538455583,0.3846229911,0.0567752831,0.0561956242,0.1578806043,0.1739175469,0.2119441628,0.2274108082,0.6914180517,0.6914826632,0.0298093595,0.0000000000,0.0000000000,0.0091172764,0.2650049031,0.2394591719,0.5019428134,0.4905881584,0.0000074047,0.0000000000,0.0000000000,0.0000000000,0.0052763363,0.0434768237,0.0002295419,0.0764246657,0.0435866006,0.0033299464
00:32:13:14.017,61,0.0404542908,0.0741971210,0.1220644936,0.0000000000,0.0000000000,0.2890570760,0.0000000000,0.0405993126,0.0742230713,0.0000000000,0.0055252528,0.0000000000,0.2847538292,0.0000000000,0.0814515650,0.0000000000,0.1057551876,0.3407767713,0.3167707324,0.5606448650,0.1897972077,0.0000000000,0.0875186250,0.0328038186,0.0213073902,0.0000000000,0.0000000000,0.1216903999,0.1336468160,0.1619588882,0.2341356426,0.1276588291,0.1187179014,0.0545822904,0.3842514753,0.0571439266,0.0566797107,0.1551762074,0.1714760363,0.2112244219,0.2270590663,0.6921879649,0.6922589540,0.0294928942,0.0000000000,0.0000000000,0.0091578662,0.2678925395,0.2432560623,0.5019549727,0.4907795787,0.0000063236,0.0000000000,0.0000000000,0.0000000000,0.0033717162,0.0453405567,0.0001529801,0.0744882524,0.0454505645,0.0033847212
00:32:13:15.018,61,0.0408910550,0.0752390176,0.1209210828,0.0000000000,0.0000000000,0.2875206172,0.0000000000,0.0410465263,0.0752637982,0.0000000000,0.0043172590,0.0000000000,0.2832228243,0.0000000000,0.0811696276,0.0000000000,0.1054804623,0.3386242390,0.3121004701,0.5187811852,0.1820879132,0.0000000000,0.0922668129,0.0399425887,0.0281807389,0.0000000000,0.0000000000,0.1217158586,0.1336074173,0.1612226516,0.2333485186,0.1262903214,0.1179850101,0.0557753369,0.3840565085,0.0574422218,0.0570809320,0.1512899697,0.1669766009,0.2092300951,0.2260854244,0.6926460862,0.6927207708,0.0292074122,0.0000000000,0.0000000000,0.0091850748,0.2694814205,0.2454938889,0.4977554381,0.4860756397,0.0000056282,0.0000000000,0.0000000000,0.0000000000,0.0026344769,0.0459761955,0.0001212085,0.0737883523,0.0460863970,0.0033999488
00:32:13:16.018,61,0.0410840921,0.0768046901,0.1190674677,0.0000000000,0.0000000000,0.2844995558,0.0000000000,0.0412576571,0.0768275261,0.0000000000,0.0024233786,0.0000000000,0.2799282968,0.0000000000,0.0809984952,0.0000000000,0.1056165248,0.3319550753,0.3052439094,0.4816018343,0.1659790128,0.0000000000,0.1052464247,0.0512531362,0.0359233990,0.0000000000,0.0000000000,0.1218493357,0.1336603314,0.1607037187,0.2329923362,0.1253417134,0.1173099056,0.0570152178,0.3835780025,0.0576375462,0.0573795326,0.1484912336,0.1640110761,0.2045211792,0.2216462642,0.6925370097,0.6926146150,0.0289594550,0.0000000000,0.0000000000,0.0091970423,0.2714179754,0.2469217628,0.4857451916,0.4694764018,0.0000034677,0.0000000000,0.0000000000,0.0000000000,0.0014787279,0.0469313189,0.0000694496,0.0726540089,0.0470415130,0.0034172558
00:32:13:17.019,61,0.0411400832,0.0778563470,0.1170290709,0.0000000000,0.0000000000,0.2817542851,0.0000000000,0.0413291380,0.0778748840,0.0000000000,0.0003555765,0.0000000000,0.2768306136,0.0000000000,0.0809540153,0.0000000000,0.1073320806,0.3175554574,0.2881406844,0.4665352702,0.1495146602,0.0000000000,0.1095447987,0.0573494658,0.0397375636,0.0000000000,0.0000000000,0.1220799834,0.1337819099,0.1603116393,0.2329845130,0.1245655343,0.1166452691,0.0579035729,0.3830906451,0.0577541552,0.0575653575,0.1466408223,0.1623981744,0.2022081316,0.2197970748,0.6922945976,0.6923742294,0.0287057366,0.0000000000,0.0000000000,0.0091923624,0.2724457681,0.2476524562,0.4769364595,0.4600786269,0.0000031055,0.0000000000,0.0000000000,0.0000000000,0.0002169636,0.0475710668,0.0000103290,0.0714080259,0.0476813540,0.0034045051
00:32:13:18.019,61,0.0411215462,0.0785567313,0.1147384867,0.0000000000,0.0000000000,0.2798719704,0.0000000000,0.0413222089,0.0785692185,0.0019028716,0.0000000000,0.0000000000,0.2745937109,0.0000000000,0.0810248777,0.0000000000,0.1148246974,0.3056594729,0.2753484547,0.4556263983,0.1343812943,0.0000000000,0.1118715256,0.0610982403,0.0419402830,0.0000000000,0.0000000000,0.1223750338,0.1339496672,0.1601034254,0.2337376475,0.1239343137,0.1158338338,0.0588547215,0.3832252920,0.0577736534,0.0576256216,0.1442344338,0.1609353870,0.2012884468,0.2191431075,0.6919504404,0.6920313239,0.0284613781,0.0000000000,0.0000000000,0.0091505246,0.2731228173,0.2478626668,0.4730926156,0.4555725455,0.0000028177,0.0000000000,0.0000000000,0.0000000000,-0.0011610596,0.0479952395,-0.0000557682,0.0700089559,0.0481055118,0.0033676515
00:32:13:19.020,61,0.0407219268,0.0792592615,0.1133536771,0.0000000000,0.0000000000,0.2758345008,0.0000000000,0.0409325436,0.0792684406,0.0033055029,0.0000000000,0.0000000000,0.2701869905,0.0000000000,0.0811104774,0.0000000000,0.1185808554,0.2882746756,0.2571654618,0.4295997620,0.1225919425,0.0000000000,0.1139730588,0.0679957494,0.0493780635,0.0000000000,0.0000000000,0.1225565001,0.1340008825,0.1596673131,0.2340686172,0.1232348308,0.1132318005,0.0599645153,0.3838896155,0.0577349365,0.0575954840,0.1403443217,0.1584355384,0.2009316981,0.2191592753,0.6901876330,0.6902756095,0.0282441415,0.0000000000,0.0000000000,0.0090890275,0.2732954621,0.2476008981,0.4595505893,0.4430432916,0.0000027656,0.0000000000,0.0000000000,0.0000000000,-0.0020168500,0.0484224372,-0.0000977371,0.0691625476,0.0485328548,0.0033566039
00:32:13:20.021,61,0.0402798653,0.0797397196,0.1117549092,0.0000000000,0.0000000000,0.2730360329,0.0000000000,0.0405017473,0.0797444060,0.0049656350,0.0000000000,0.0000000000,0.2672548890,0.0000000000,0.0811253041,0.0000000000,0.1199617684,0.2683548331,0.2466662675,0.4129440784,0.1155144498,0.0000000000,0.1156235188,0.0710241944,0.0593517609,0.0000000000,0.0000000000,0.1226174980,0.1339296401,0.1595338583,0.2344593704,0.1217763945,0.1070093513,0.0625761524,0.3903779387,0.0577072501,0.0575759672,0.1353090405,0.1544672549,0.2009263784,0.2197902799,0.6881207824,0.6882208586,0.0280574579,0.0000000000,0.0000000000,0.0090423487,0.2733653188,0.2473560870,0.4522263110,0.4367298484,0.0000022951,0.0000000000,0.0000000000,0.0000000000,-0.0030297362,0.0487133116,-0.0001477051,0.0681860968,0.0488237627,0.0033291567
00:32:13:21.021,61,0.0389332660,0.0792457983,0.1111941561,0.0000000000,0.0000000000,0.2713460922,0.0000000000,0.0392190479,0.0792475566,0.0055403071,0.0000000000,0.0000000000,0.2655099034,0.0000000000,0.0812508389,0.0000000000,0.1208716929,0.2542798519,0.2380899638,0.3910926580,0.1084169000,0.0000000000,0.1167035922,0.0725162923,0.0627144799,0.0000000000,0.0000000000,0.1225722954,0.1337309480,0.1596493572,0.2356133759,0.1209964976,0.1022053659,0.0676185116,0.4085931182,0.0576937199,0.0575568303,0.1294707954,0.1497287452,0.2020886838,0.2259379029,0.6869304180,0.6870395541,0.0278747864,0.0000000000,0.0000000000,0.0089915246,0.2731956840,0.2468613088,0.4490299225,0.4339050055,0.0000020869,0.0000000000,0.0000000000,0.0000000000,-0.0033804164,0.0484098606,-0.0001637731,0.0678449571,0.0485202149,0.0032918991
00:32:13:22.022,61,0.0361987799,0.0785912722,0.1105881929,0.0000000000,0.0000000000,0.2698367238,0.0000000000,0.0365510732,0.0785893202,0.0061846557,0.0000000000,0.0000000000,0.2639782429,0.0000000000,0.0814766884,0.0000000000,0.1215444207,0.2458003461,0.2328603417,0.3693942130,0.1046593785,0.0000000000,0.1174330190,0.0736637488,0.0646967590,0.0000000000,0.0000000000,0.1224011481,0.1334079504,0.1597837508,0.2364046425,0.1206574589,0.0990566537,0.0737798065,0.4201063514,0.0577914231,0.0576336384,0.1250696778,0.1456578225,0.2028678358,0.2284228802,0.6840131879,0.6841313243,0.0277418960,0.0000000000,0.0000000000,0.0089608235,0.2731219828,0.2463996857,0.4469754100,0.4320235550,0.0000022573,0.0000000000,0.0000000000,0.0000000000,-0.0037736387,0.0480078310,-0.0001813031,0.0674765334,0.0481182635,0.0032468857
00:32:13:23.022,61,0.0342851579,0.0779820234,0.1100120097,0.0000000000,0.0000000000,0.2688491046,0.0000000000,0.0346446186,0.0779767483,0.0067977202,0.0000000000,0.0000000000,0.2630002499,0.0000000000,0.0817069188,0.0000000000,0.1220585853,0.2369179577,0.2272571772,0.3441228867,0.1001738384,0.0000000000,0.1171408892,0.0770105049,0.0665718466,0.0000000000,0.0000000000,0.1221676990,0.1330163330,0.1598767489,0.2369809002,0.1205161363,0.0963909477,0.0781410038,0.4263986051,0.0579343550,0.0577298664,0.1215977520,0.1421796530,0.2037955672,0.2299560457,0.6819606423,0.6820800304,0.0276313182,0.0000000000,0.0000000000,0.0089231739,0.2732892334,0.2460939884,0.4457076788,0.4308795929,0.0000025670,0.0000000000,0.0000000000,0.0000000000,-0.0041477815,0.0476337001,-0.0001977232,0.0671261773,0.0477441177,0.0032048980
00:32:13:24.023,61,0.0331667997,0.0769742727,0.1100056991,0.0000000000,0.0000000000,0.2680546939,0.0000000000,0.0335285366,0.0769666657,0.0068349219,0.0000000000,0.0000000000,0.2622732222,0.0000000000,0.0821915939,0.0000000000,0.1218258068,0.2300708890,0.2223870903,0.3305315077,0.0939235240,0.0000000000,0.1040292010,0.0811295733,0.0725740418,0.0000000000,0.0000000000,0.1220023111,0.1326821595,0.1603923142,0.2375548035,0.1203737929,0.0947168395,0.0802864805,0.4292190373,0.0580720343,0.0577942431,0.1199077517,0.1405372173,0.2042951733,0.2306793183,0.6802721024,0.6803874969,0.0275351740,0.0000000000,0.0000000000,0.0088885799,0.2736408412,0.2459384352,0.4434545040,0.4297173917,0.0000031318,0.0000000000,0.0000000000,0.0000000000,-0.0041706027,0.0470166765,-0.0001962319,0.0671242774,0.0471271202,0.0031633305
00:32:13:25.024,61,0.0323717445,0.0761150345,0.1101660728,0.0000000000,0.0000000000,0.2662951648,0.0000000000,0.0327290669,0.0761062577,0.0067359121,0.0000000000,0.0000000000,0.2608638704,0.0000000000,0.0827976316,0.0000000000,0.1207486689,0.2258940339,0.2189213932,0.3215718567,0.0898006111,0.0000000000,0.0974528193,0.0850159749,0.0775433406,0.0000000000,0.0000000000,0.1217731312,0.1322954148,0.1610265374,0.2380649596,0.1200483292,0.0935275108,0.0815453604,0.4281854630,0.0581518225,0.0577865280,0.1189376116,0.1396038532,0.2040831149,0.2295641452,0.6752923727,0.6753942966,0.0274802763,0.0000000000,0.0000000000,0.0088713821,0.2738888860,0.2456749231,0.4257950485,0.4149633944,0.0000038420,0.0000000000,0.0000000000,0.0000000000,-0.0041102893,0.0464910604,-0.0001912290,0.0672237948,0.0466013663,0.0031326192
00:32:13:26.024,61,0.0316459052,0.0751525685,0.1107489243,0.0000000000,0.0000000000,0.2629407346,0.0000000000,0.0319936648,0.0751433969,0.0062209577,0.0000000000,0.0000000000,0.2579771578,0.0000000000,0.0844676867,0.0000000000,0.1205417514,0.2225274742,0.2168781608,0.2971706986,0.0877265260,0.0000000000,0.0905672610,0.0860836953,0.0745932460,0.0000000000,0.0000000000,0.1212722063,0.1315065473,0.1616436690,0.2388757467,0.1200201511,0.0925883353,0.0825731829,0.4222894609,0.0582797639,0.0577972084,0.1183873340,0.1391302943,0.1975218505,0.2177566290,0.6688563228,0.6689431667,0.0274553467,0.0000000000,0.0000000000,0.0089022201,0.2736029327,0.2422106564,0.4130024910,0.4015365839,0.0000043077,0.0000000000,0.0000000000,0.0000000000,-0.0037961642,0.0459028184,-0.0001743767,0.0675812662,0.0460132025,0.0031094491
00:32:13:27.025,61,0.0310806762,0.0743807554,0.1112783700,0.0000000000,0.0000000000,0.2571649253,0.0000000000,0.0314175263,0.0743713900,0.0058110338,0.0000000000,0.0000000000,0.2528046668,0.0000000000,0.0862677321,0.0000000000,0.1203686297,0.2193385810,0.2155562490,0.2766327858,0.0863472223,0.0000000000,0.0844385549,0.0865040570,0.0725072846,0.0000000000,0.0000000000,0.1202747226,0.1297721416,0.1625168175,0.2402212918,0.1198663339,0.0917716846,0.0832503289,0.3817480206,0.0583442077,0.0577384494,0.1182944179,0.1391566098,0.1684731543,0.1824297756,0.6496733427,0.6497575045,0.0275446177,0.0000000000,0.0000000000,0.0089954436,0.2728582025,0.2374413610,0.3701683879,0.3589500487,0.0000038844,0.0000000000,0.0000000000,0.0000000000,-0.0035460959,0.0454311781,-0.0001612139,0.0679058358,0.0455416515,0.0030922962
00:32:13:28.026,61,0.0306071602,0.0737008601,0.1118048429,0.0000000000,0.0000000000,0.2472404689,0.0000000000,0.0309299044,0.0736912936,0.0054542171,0.0000000000,0.0000000000,0.2435529679,0.0000000000,0.0878152922,0.0000000000,0.1201181263,0.2169864923,0.2145321220,0.2594920099,0.0856578276,0.0000000000,0.0792113617,0.0807778016,0.0587355159,0.0000000000,0.0000000000,0.1168694571,0.1255751699,0.1642694324,0.2421145886,0.1196954697,0.0904705077,0.0838941112,0.3701580465,0.0583597161,0.0576240234,0.1184188277,0.1393665224,0.1529609561,0.1654331088,0.6194508672,0.6195214987,0.0278034955,0.0000000000,0.0000000000,0.0091681667,0.2673029602,0.2282576263,0.3450350165,0.3339255452,0.0000042754,0.0000000000,0.0000000000,0.0000000000,-0.0033284165,0.0450157076,-0.0001499320,0.0682283714,0.0451263562,0.0030785901
00:32:13:29.026,61,0.0298496690,0.0727633685,0.1123176217,0.0000000000,0.0000000000,0.2356002927,0.0000000000,0.0301084984,0.0727530196,0.0051158504,0.0000000000,0.0000000000,0.2324195206,0.0000000000,0.0888382196,0.0000000000,0.1198219359,0.2138843983,0.2127404511,0.2449877709,0.0852134600,0.0000000000,0.0768065974,0.0782651231,0.0545819215,0.0000000000,0.0000000000,0.1138259545,0.1222033277,0.1657604873,0.2437753677,0.1192380786,0.0888645723,0.0842904523,0.3472681046,0.0583006442,0.0574361309,0.1189527959,0.1404632777,0.1365981102,0.1483345032,0.5994559526,0.5995255113,0.0281488206,0.0000000000,0.0000000000,0.0093898829,0.2597547174,0.2203014195,0.3217278719,0.3120365441,0.0000047117,0.0000000000,0.0000000000,0.0000000000,-0.0031220103,0.0444425121,-0.0001388412,0.0685430691,0.0445533060,0.0030534407
00:32:13:30.027,61,0.0264767110,0.0708189085,0.1115056947,0.0000000000,0.0000000000,0.2253797054,0.0000000000,0.0266274512,0.0708015412,0.0061147190,0.0000000000,0.0000000000,0.2223774344,0.0000000000,0.0895861462,0.0000000000,0.1198403761,0.2076765746,0.2074478269,0.2316042781,0.0850769058,0.0000000000,0.0754170418,0.0721253976,0.0451602787,0.0000000000,0.0000000000,0.1100328639,0.1181260124,0.1671813428,0.2468948960,0.1186062545,0.0860075653,0.0847454295,0.3354429007,0.0582431853,0.0572550222,0.1195486337,0.1413292736,0.1245862767,0.1346369237,0.5826740265,0.5827421546,0.0285428315,0.0000000000,0.0000000000,0.0096800989,0.2493120581,0.2096450478,0.3024488389,0.2914141119,0.0000070977,0.0000000000,0.0000000000,0.0000000000,-0.0037317765,0.0432504974,-0.0001615015,0.0680511445,0.0433612354,0.0029503452
00:32:13:31.027,61,0.0224526636,0.0676020831,0.1103012562,0.0000000000,0.0000000000,0.2195904553,0.0000000000,0.0225431863,0.0675737858,0.0074913278,0.0000000000,0.0000000000,0.2166132033,0.0000000000,0.0914729908,0.0000000000,0.1201783642,0.2048363090,0.2048363090,0.2224995494,0.0862917602,0.0000000000,0.0745854303,0.0607060976,0.0234232638,0.0000000000,0.0000000000,0.1062616557,0.1140201241,0.1681773812,0.2494297326,0.1182158142,0.0846603960,0.0856205821,0.3254459202,0.0583737753,0.0572561994,0.1240777522,0.1466775239,0.1155091748,0.1238094568,0.5719707608,0.5720245242,0.0289736055,0.0000000000,0.0000000000,0.0100712152,0.2451446950,0.2045750320,0.2949589789,0.2835065722,0.0000091736,0.0000000000,0.0000000000,0.0000000000,-0.0045722937,0.0412789099,-0.0001888459,0.0673216730,0.0413895734,0.0027858948
00:32:13:32.028,61,0.0175888203,0.0636300370,0.1089524850,0.0000000000,0.0000000000,0.2116507888,0.0000000000,0.0176270679,0.0635890588,0.0090411771,0.0000000000,0.0000000000,0.2089045793,0.0000000000,0.0938678235,0.0000000000,0.1202066541,0.2026691735,0.2026691735,0.2137905955,0.0905291885,0.0000000000,0.0741099641,0.0415323116,0.0128476527,0.0000000000,0.0000000000,0.1011402383,0.1082413495,0.1688514501,0.2505029738,0.1177802533,0.0832488984,0.0877268091,0.3197391033,0.0585148148,0.0572850294,0.1257980019,0.1486307383,0.1080885008,0.1157189161,0.5560806990,0.5561279058,0.0294403154,0.0000000000,0.0000000000,0.0105295433,0.2341108620,0.1960030198,0.2857221961,0.2737862766,0.0000091969,0.0000000000,0.0000000000,0.0000000000,-0.0055187745,0.0388449356,-0.0002144833,0.0665049404,0.0389555432,0.0025901312
00:32:13:33.029,61,0.0131972153,0.0600073040,0.1087474823,0.0000000000,0.0000000000,0.2041074336,0.0000000000,0.0132062854,0.0599579327,0.0093721636,0.0000000000,0.0000000000,0.2017122805,0.0000000000,0.1034982651,0.0000000000,0.1197549999,0.1972312033,0.1972312033,0.1892363727,0.0928189903,0.0000000000,0.0726757124,0.0179292839,0.0000000000,0.0000000000,0.0006007608,0.0944182277,0.1008570120,0.1692098975,0.2506654859,0.1172031015,0.0821379200,0.0907608867,0.3095147610,0.0587304644,0.0573790856,0.1275121868,0.1512973160,0.0992348045,0.1064477190,0.5412638187,0.5413072109,0.0298862737,0.0000000000,0.0000000000,0.0111086145,0.2190174460,0.1828707755,0.2685883045,0.2588425577,0.0000094402,0.0000000000,0.0000000000,0.0000000000,-0.0057212887,0.0366268232,-0.0002096453,0.0663853735,0.0367373265,0.0024381229
00:32:13:34.029,61,0.0106638456,0.0558555275,0.1088231280,0.0000000000,0.0000000000,0.1990344971,0.0000000000,0.0106614036,0.0557973720,0.0093703559,0.0000000000,0.0000000000,0.1969033927,0.0000000000,0.1140105575,0.0000000000,0.1179205477,0.1916531622,0.1916531622,0.1676163971,0.0940574929,0.0000000000,0.0708681941,0.0088422662,0.0000000000,0.0000000000,0.0127445403,0.0888774246,0.0950014442,0.1692596972,0.2490602434,0.1168323904,0.0813420117,0.0943715721,0.2992831767,0.0590320416,0.0575661622,0.1292764395,0.1551352739,0.0911732465,0.0984970033,0.5303046703,0.5303539038,0.0302882213,0.0000000000,0.0000000000,0.0117893573,0.2110188901,0.1757547408,0.2588158548,0.2501117885,0.0000087255,0.0000000000,0.0000000000,0.0000000000,-0.0057207001,0.0340852365,-0.0001950659,0.0664375201,0.0341956764,0.0022710864
00:32:13:35.030,61,0.0091244541,0.0493674316,0.1083601862,0.0000000000,0.0000000000,0.1950856745,0.0000000000,0.0091161719,0.0492946431,0.0099276016,0.0000000000,0.0000000000,0.1931913942,0.0000000000,0.1228261739,0.0000000000,0.1119960025,0.1838750541,0.1838750541,0.1566401422,0.0948982760,0.0000000000,0.0642634705,0.0000000000,0.0000000000,0.0081597362,0.0323575102,0.0847325996,0.0903185755,0.1692649275,0.2459620535,0.1164731309,0.0806200355,0.0999493822,0.2955817282,0.0594217367,0.0578339510,0.1301157176,0.1565902531,0.0865157917,0.0936356485,0.5167333484,0.5167787075,0.0306719765,0.0000000000,0.0000000000,0.0127960071,0.1996570379,0.1666607261,0.2458209097,0.2384848893,0.0000090264,0.0000000000,0.0000000000,0.0000000000,-0.0060616774,0.0301129352,-0.0001825890,0.0661633387,0.0302230027,0.0019988017
00:32:13:36.030,61,0.0080282185,0.0456297584,0.1078205183,0.0000000000,0.0000000000,0.1922878325,0.0000000000,0.0080173668,0.0455481857,0.0104510076,0.0000000000,0.0000000000,0.1905580312,0.0000000000,0.1408296525,0.0000000000,0.1059869900,0.1730829775,0.1730819941,0.1386865079,0.0952057093,0.0000000000,0.0617560707,0.0000000000,0.0000000000,0.0228334982,0.0415519103,0.0826406926,0.0879999101,0.1690089554,0.2390727103,0.1164343059,0.0803011060,0.1059850380,0.2869821787,0.0601823293,0.0583745800,0.1307376325,0.1575885713,0.0796929225,0.0862584636,0.5041473508,0.5041884184,0.0310159046,0.0000000000,0.0000000000,0.0150271803,0.1922601610,0.1603001505,0.2338422388,0.2271968424,0.0000126300,0.0000000000,0.0000000000,0.0000000000,-0.0063816882,0.0278243721,-0.0001776111,0.0658381954,0.0279341731,0.0018382831
